year,panel,gram_canonical,total_words,total
1944,3: Methods,questionnaire,2209069,13
1945,3: Methods,questionnaire,2185186,12
1946,3: Methods,questionnaire,2461581,6
1947,3: Methods,questionnaire,2615111,26
1948,3: Methods,questionnaire,2631628,6
1949,3: Methods,questionnaire,2804409,2
1950,3: Methods,questionnaire,3153253,6
1951,3: Methods,questionnaire,3011208,6
1952,3: Methods,questionnaire,3139138,6
1953,3: Methods,questionnaire,3184772,7
1954,3: Methods,questionnaire,3649078,33
1955,3: Methods,questionnaire,3555386,21
1956,3: Methods,questionnaire,3699565,26
1957,3: Methods,questionnaire,3689751,8
1958,3: Methods,questionnaire,3814339,20
1959,3: Methods,questionnaire,3621589,20
1960,3: Methods,questionnaire,3934513,32
1961,3: Methods,questionnaire,4042372,10
1962,3: Methods,questionnaire,4017454,9
1963,3: Methods,questionnaire,4556693,46
1964,3: Methods,questionnaire,5158453,14
1965,3: Methods,questionnaire,5234257,29
1966,3: Methods,questionnaire,5493607,30
1967,3: Methods,questionnaire,6000525,35
1968,3: Methods,questionnaire,6521402,40
1969,3: Methods,questionnaire,7381164,40
1970,3: Methods,questionnaire,7236804,21
1971,3: Methods,questionnaire,7864657,60
1972,3: Methods,questionnaire,7915372,35
1973,3: Methods,questionnaire,8425604,54
1974,3: Methods,questionnaire,8556640,60
1975,3: Methods,questionnaire,9162777,50
1976,3: Methods,questionnaire,9429413,71
1977,3: Methods,questionnaire,10649032,55
1978,3: Methods,questionnaire,10558723,205
1979,3: Methods,questionnaire,10786566,58
1980,3: Methods,questionnaire,11619305,60
1981,3: Methods,questionnaire,12165346,134
1982,3: Methods,questionnaire,12314218,58
1983,3: Methods,questionnaire,12706096,53
1984,3: Methods,questionnaire,13379542,60
1985,3: Methods,questionnaire,14023196,101
1986,3: Methods,questionnaire,13255908,47
1987,3: Methods,questionnaire,14598709,80
1988,3: Methods,questionnaire,15573940,53
1989,3: Methods,questionnaire,15966033,89
1990,3: Methods,questionnaire,16534942,44
1991,3: Methods,questionnaire,17585954,100
1992,3: Methods,questionnaire,18582976,159
1993,3: Methods,questionnaire,19158560,114
1994,3: Methods,questionnaire,20273048,101
1995,3: Methods,questionnaire,21582533,115
1996,3: Methods,questionnaire,23433482,189
1997,3: Methods,questionnaire,24142578,168
1998,3: Methods,questionnaire,26454637,157
1999,3: Methods,questionnaire,26387547,289
2000,3: Methods,questionnaire,28146960,208
2001,3: Methods,questionnaire,30114953,164
2002,3: Methods,questionnaire,29304753,161
2003,3: Methods,questionnaire,30981377,243
2004,3: Methods,questionnaire,31953113,178
2005,3: Methods,questionnaire,34738168,317
2006,3: Methods,questionnaire,36837237,395
2007,3: Methods,questionnaire,36641945,175
2008,3: Methods,questionnaire,39330183,284
2009,3: Methods,questionnaire,40377665,280
2010,3: Methods,questionnaire,38030234,315
2011,3: Methods,questionnaire,39815988,295
1941,4: Stakeholders,indigenous people,2759525,1
1957,4: Stakeholders,indigenous people,3689751,2
1968,4: Stakeholders,indigenous people,6521402,1
1969,4: Stakeholders,indigenous people,7381164,1
1976,4: Stakeholders,indigenous people,9429413,6
1978,4: Stakeholders,indigenous people,10558723,2
1980,4: Stakeholders,indigenous people,11619305,3
1981,4: Stakeholders,indigenous people,12165346,6
1983,4: Stakeholders,indigenous people,12706096,5
1984,4: Stakeholders,indigenous people,13379542,1
1985,4: Stakeholders,indigenous people,14023196,3
1986,4: Stakeholders,indigenous people,13255908,2
1987,4: Stakeholders,indigenous people,14598709,16
1988,4: Stakeholders,indigenous people,15573940,8
1989,4: Stakeholders,indigenous people,15966033,5
1990,4: Stakeholders,indigenous people,16534942,6
1991,4: Stakeholders,indigenous people,17585954,8
1992,4: Stakeholders,indigenous people,18582976,18
1993,4: Stakeholders,indigenous people,19158560,42
1994,4: Stakeholders,indigenous people,20273048,37
1995,4: Stakeholders,indigenous people,21582533,34
1996,4: Stakeholders,indigenous people,23433482,38
1997,4: Stakeholders,indigenous people,24142578,36
1998,4: Stakeholders,indigenous people,26454637,35
1999,4: Stakeholders,indigenous people,26387547,22
2000,4: Stakeholders,indigenous people,28146960,85
2001,4: Stakeholders,indigenous people,30114953,43
2002,4: Stakeholders,indigenous people,29304753,38
2003,4: Stakeholders,indigenous people,30981377,40
2004,4: Stakeholders,indigenous people,31953113,53
2005,4: Stakeholders,indigenous people,34738168,92
2006,4: Stakeholders,indigenous people,36837237,74
2007,4: Stakeholders,indigenous people,36641945,101
2008,4: Stakeholders,indigenous people,39330183,85
2009,4: Stakeholders,indigenous people,40377665,79
2010,4: Stakeholders,indigenous people,38030234,86
2011,4: Stakeholders,indigenous people,39815988,173
1926,4: Stakeholders,local community,1904958,1
1930,4: Stakeholders,local community,2111981,1
1934,4: Stakeholders,local community,2445175,4
1935,4: Stakeholders,local community,2536260,3
1936,4: Stakeholders,local community,2751507,3
1937,4: Stakeholders,local community,2976473,1
1938,4: Stakeholders,local community,2886297,3
1940,4: Stakeholders,local community,3000307,4
1941,4: Stakeholders,local community,2759525,1
1943,4: Stakeholders,local community,2367394,2
1944,4: Stakeholders,local community,2209069,1
1945,4: Stakeholders,local community,2185186,3
1946,4: Stakeholders,local community,2461581,1
1948,4: Stakeholders,local community,2631628,2
1949,4: Stakeholders,local community,2804409,1
1950,4: Stakeholders,local community,3153253,2
1951,4: Stakeholders,local community,3011208,4
1952,4: Stakeholders,local community,3139138,6
1953,4: Stakeholders,local community,3184772,2
1954,4: Stakeholders,local community,3649078,2
1955,4: Stakeholders,local community,3555386,4
1956,4: Stakeholders,local community,3699565,4
1957,4: Stakeholders,local community,3689751,4
1958,4: Stakeholders,local community,3814339,5
1959,4: Stakeholders,local community,3621589,4
1960,4: Stakeholders,local community,3934513,5
1961,4: Stakeholders,local community,4042372,5
1962,4: Stakeholders,local community,4017454,6
1963,4: Stakeholders,local community,4556693,5
1964,4: Stakeholders,local community,5158453,5
1965,4: Stakeholders,local community,5234257,4
1966,4: Stakeholders,local community,5493607,14
1967,4: Stakeholders,local community,6000525,12
1968,4: Stakeholders,local community,6521402,11
1969,4: Stakeholders,local community,7381164,12
1970,4: Stakeholders,local community,7236804,4
1971,4: Stakeholders,local community,7864657,6
1972,4: Stakeholders,local community,7915372,19
1973,4: Stakeholders,local community,8425604,5
1974,4: Stakeholders,local community,8556640,12
1975,4: Stakeholders,local community,9162777,20
1976,4: Stakeholders,local community,9429413,21
1977,4: Stakeholders,local community,10649032,27
1978,4: Stakeholders,local community,10558723,25
1979,4: Stakeholders,local community,10786566,35
1980,4: Stakeholders,local community,11619305,34
1981,4: Stakeholders,local community,12165346,52
1982,4: Stakeholders,local community,12314218,101
1983,4: Stakeholders,local community,12706096,28
1984,4: Stakeholders,local community,13379542,34
1985,4: Stakeholders,local community,14023196,31
1986,4: Stakeholders,local community,13255908,35
1987,4: Stakeholders,local community,14598709,90
1988,4: Stakeholders,local community,15573940,92
1989,4: Stakeholders,local community,15966033,94
1990,4: Stakeholders,local community,16534942,85
1991,4: Stakeholders,local community,17585954,89
1992,4: Stakeholders,local community,18582976,216
1993,4: Stakeholders,local community,19158560,231
1994,4: Stakeholders,local community,20273048,207
1995,4: Stakeholders,local community,21582533,340
1996,4: Stakeholders,local community,23433482,279
1997,4: Stakeholders,local community,24142578,261
1998,4: Stakeholders,local community,26454637,330
1999,4: Stakeholders,local community,26387547,363
2000,4: Stakeholders,local community,28146960,342
2001,4: Stakeholders,local community,30114953,395
2002,4: Stakeholders,local community,29304753,342
2003,4: Stakeholders,local community,30981377,460
2004,4: Stakeholders,local community,31953113,616
2005,4: Stakeholders,local community,34738168,582
2006,4: Stakeholders,local community,36837237,896
2007,4: Stakeholders,local community,36641945,1026
2008,4: Stakeholders,local community,39330183,794
2009,4: Stakeholders,local community,40377665,840
2010,4: Stakeholders,local community,38030234,989
2011,4: Stakeholders,local community,39815988,920
1971,4: Stakeholders,participatory,7864657,1
1972,4: Stakeholders,participatory,7915372,1
1973,4: Stakeholders,participatory,8425604,1
1975,4: Stakeholders,participatory,9162777,1
1977,4: Stakeholders,participatory,10649032,1
1979,4: Stakeholders,participatory,10786566,1
1980,4: Stakeholders,participatory,11619305,2
1982,4: Stakeholders,participatory,12314218,1
1984,4: Stakeholders,participatory,13379542,1
1985,4: Stakeholders,participatory,14023196,3
1986,4: Stakeholders,participatory,13255908,3
1987,4: Stakeholders,participatory,14598709,1
1989,4: Stakeholders,participatory,15966033,7
1990,4: Stakeholders,participatory,16534942,6
1991,4: Stakeholders,participatory,17585954,5
1992,4: Stakeholders,participatory,18582976,29
1993,4: Stakeholders,participatory,19158560,17
1994,4: Stakeholders,participatory,20273048,11
1995,4: Stakeholders,participatory,21582533,52
1996,4: Stakeholders,participatory,23433482,45
1997,4: Stakeholders,participatory,24142578,60
1998,4: Stakeholders,participatory,26454637,43
1999,4: Stakeholders,participatory,26387547,43
2000,4: Stakeholders,participatory,28146960,71
2001,4: Stakeholders,participatory,30114953,43
2002,4: Stakeholders,participatory,29304753,48
2003,4: Stakeholders,participatory,30981377,121
2004,4: Stakeholders,participatory,31953113,112
2005,4: Stakeholders,participatory,34738168,217
2006,4: Stakeholders,participatory,36837237,134
2007,4: Stakeholders,participatory,36641945,130
2008,4: Stakeholders,participatory,39330183,212
2009,4: Stakeholders,participatory,40377665,179
2010,4: Stakeholders,participatory,38030234,284
2011,4: Stakeholders,participatory,39815988,158
1939,4: Stakeholders,property rights,2840157,1
1942,4: Stakeholders,property rights,2730695,1
1943,4: Stakeholders,property rights,2367394,3
1944,4: Stakeholders,property rights,2209069,1
1946,4: Stakeholders,property rights,2461581,1
1951,4: Stakeholders,property rights,3011208,1
1954,4: Stakeholders,property rights,3649078,2
1955,4: Stakeholders,property rights,3555386,4
1963,4: Stakeholders,property rights,4556693,1
1967,4: Stakeholders,property rights,6000525,1
1970,4: Stakeholders,property rights,7236804,1
1972,4: Stakeholders,property rights,7915372,3
1974,4: Stakeholders,property rights,8556640,3
1975,4: Stakeholders,property rights,9162777,4
1976,4: Stakeholders,property rights,9429413,3
1977,4: Stakeholders,property rights,10649032,3
1978,4: Stakeholders,property rights,10558723,4
1980,4: Stakeholders,property rights,11619305,2
1981,4: Stakeholders,property rights,12165346,7
1982,4: Stakeholders,property rights,12314218,2
1984,4: Stakeholders,property rights,13379542,5
1985,4: Stakeholders,property rights,14023196,26
1986,4: Stakeholders,property rights,13255908,10
1987,4: Stakeholders,property rights,14598709,4
1988,4: Stakeholders,property rights,15573940,4
1989,4: Stakeholders,property rights,15966033,11
1990,4: Stakeholders,property rights,16534942,43
1991,4: Stakeholders,property rights,17585954,13
1992,4: Stakeholders,property rights,18582976,69
1993,4: Stakeholders,property rights,19158560,54
1994,4: Stakeholders,property rights,20273048,31
1995,4: Stakeholders,property rights,21582533,165
1996,4: Stakeholders,property rights,23433482,81
1997,4: Stakeholders,property rights,24142578,85
1998,4: Stakeholders,property rights,26454637,107
1999,4: Stakeholders,property rights,26387547,70
2000,4: Stakeholders,property rights,28146960,74
2001,4: Stakeholders,property rights,30114953,148
2002,4: Stakeholders,property rights,29304753,110
2003,4: Stakeholders,property rights,30981377,70
2004,4: Stakeholders,property rights,31953113,105
2005,4: Stakeholders,property rights,34738168,126
2006,4: Stakeholders,property rights,36837237,118
2007,4: Stakeholders,property rights,36641945,162
2008,4: Stakeholders,property rights,39330183,129
2009,4: Stakeholders,property rights,40377665,108
2010,4: Stakeholders,property rights,38030234,182
2011,4: Stakeholders,property rights,39815988,199
1989,4: Stakeholders,stakeholder,15966033,17
1991,4: Stakeholders,stakeholder,17585954,16
1992,4: Stakeholders,stakeholder,18582976,4
1993,4: Stakeholders,stakeholder,19158560,32
1994,4: Stakeholders,stakeholder,20273048,4
1995,4: Stakeholders,stakeholder,21582533,51
1996,4: Stakeholders,stakeholder,23433482,187
1997,4: Stakeholders,stakeholder,24142578,305
1998,4: Stakeholders,stakeholder,26454637,182
1999,4: Stakeholders,stakeholder,26387547,235
2000,4: Stakeholders,stakeholder,28146960,300
2001,4: Stakeholders,stakeholder,30114953,367
2002,4: Stakeholders,stakeholder,29304753,516
2003,4: Stakeholders,stakeholder,30981377,570
2004,4: Stakeholders,stakeholder,31953113,739
2005,4: Stakeholders,stakeholder,34738168,918
2006,4: Stakeholders,stakeholder,36837237,1002
2007,4: Stakeholders,stakeholder,36641945,465
2008,4: Stakeholders,stakeholder,39330183,797
2009,4: Stakeholders,stakeholder,40377665,829
2010,4: Stakeholders,stakeholder,38030234,673
2011,4: Stakeholders,stakeholder,39815988,1127
